ID,POS,Name,ORG,Lev,DOB,Age,HT,WT,B,T,Nat. Pop.,Loc. Pop.,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,INJ,INJ2,Left,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,HT P,GAP P,POW P,EYE P,K P,BUN,BFH,BBT,GBT,FBT,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,SLR,YL,CV,TY,ECV,ETY,MLY,MLD,PROY,OPT,OY,ON40,IC,WAIV,DEM,R5,HT CM
67,2B,Jason Brown,Columbus Bears,MLB,1998-07-11,27,"6' 2""",200 lbs,R,R,Unkn.,Insig.,52,52,N,N,L,N,L,H,Normal,Iron Man,-,-,-,45,55,55,50,60,45,55,55,50,60,45,55,55,50,60,45,55,55,50,60,50,50,Flyball,Spray,Pull,20,20,20,65,70,70,45,45,65,45,-,20,75,65,70,60,45,20,40,80,20,75,65,70,60,45,20,40,50,35,35,35,530000,1,530000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
675,LF,Jimmy Brownell,Los Angeles Daredevils,MLB,1998-04-13,27,"6' 4""",200 lbs,R,R,Fair,Known,58,58,N,N,N,N,N,N,Normal,Iron Man,-,-,-,60,55,60,55,50,60,55,60,55,50,60,55,60,55,50,60,55,60,55,50,50,50,Normal,Normal,Normal,20,20,20,30,30,50,30,60,65,65,-,20,40,20,20,20,70,50,65,50,20,40,20,20,20,70,50,65,50,60,60,50,2200000,2,5400000,2,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
1406,3B,Jeremy Buccini,Las Vegas Orioles,MLB,1998-08-21,27,"6' 0""",200 lbs,R,R,Known,Known,61,61,L,L,L,L,L,L,Normal,Iron Man,-,-,-,60,50,55,75,55,60,50,55,75,55,60,50,55,75,55,60,50,55,75,55,50,50,Line Drive,Pull,Normal,25,25,30,55,70,50,70,45,50,70,-,20,70,60,55,50,50,20,50,80,20,70,60,55,50,50,20,50,50,30,30,50,17000000,1,17000000,1,-,0,10,1720,10,0,0,-,-,-,$19.5m,No,182.88
1073,LF,Mike Burns,Indianapolis Quakers,MLB,1998-07-26,27,"6' 0""",200 lbs,R,R,Ex.Pop.,Ex.Pop.,69,69,N,N,N,L,N,N,Normal,Iron Man,-,-,-,60,60,55,55,65,60,60,55,55,65,60,60,55,55,65,60,60,55,55,65,50,50,Line Drive,Normal,Pull,20,20,20,55,45,35,50,65,55,60,-,20,65,50,30,35,75,60,70,80,20,65,50,30,35,75,60,70,65,75,75,60,5000000,1,5000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
976,RF,Fernando Bustamante,Charlotte Copperheads,MLB,1998-10-31,27,"6' 2""",200 lbs,R,R,Ex.Pop.,Ex.Pop.,62,62,H,H,N,L,N,N,Normal,Normal,-,-,-,65,50,55,60,70,65,50,55,60,70,65,50,55,60,70,65,50,55,60,70,50,50,Groundball,Normal,Normal,25,25,20,25,20,40,20,55,70,60,-,20,25,20,20,20,60,40,55,30,20,25,20,20,20,60,40,55,50,55,55,45,2600000,2,7200000,2,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
819,2B,Jim Callaghan,Boston Slammers,MLB,1998-07-26,27,"5' 11""",200 lbs,R,R,Fair,V.Pop,58,58,N,N,H,N,H,N,Normal,Normal,-,-,-,45,55,65,55,50,45,55,65,55,50,45,55,65,55,50,45,55,65,55,50,50,50,Flyball,Spray,Normal,20,20,20,75,60,60,65,45,55,50,-,20,65,75,65,65,50,25,45,80,20,65,75,65,65,50,25,45,50,50,50,55,6000000,2,12000000,2,-,0,10,1720,10,0,0,-,-,-,-,No,180.34
265,C,David Calvillo,Fort Worth Villains,MLB,1998-05-29,27,"6' 3""",200 lbs,R,R,Insig.,Insig.,40,40,N,N,N,N,N,N,Normal,Normal,-,-,-,45,50,25,55,50,45,50,25,55,50,45,50,25,55,50,45,50,25,55,50,50,50,Normal,Pull,Normal,65,60,80,40,35,45,20,35,25,50,-,65,50,20,25,20,30,20,25,60,65,50,20,25,20,30,20,25,30,30,30,35,3200000,2,9700000,2,-,0,10,1720,10,0,0,-,-,-,-,No,190.5
1369,SS,Tom Campos,Mesa Storm,MLB,1998-01-21,27,"6' 2""",200 lbs,R,R,Insig.,Insig.,43,43,N,N,H,N,H,N,Normal,Iron Man,-,-,-,50,80,45,60,40,50,80,45,60,40,50,80,45,60,40,50,80,45,60,40,50,50,Line Drive,Normal,Normal,20,20,20,65,55,75,70,55,50,60,-,20,75,70,70,65,60,35,55,80,20,75,70,70,65,60,35,55,35,40,40,35,10000000,2,20500000,2,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
670,LF,Jose Cano,Los Angeles Daredevils,MLB,1998-05-19,27,"6' 0""",200 lbs,R,R,Insig.,Fair,41,41,N,N,L,N,L,N,Normal,Iron Man,-,-,-,50,55,45,50,50,50,55,45,50,50,50,55,45,50,50,50,55,45,50,50,50,50,Normal,Pull,Pull,20,20,20,60,55,70,30,60,50,60,-,20,65,50,60,50,65,50,60,80,20,65,50,60,50,65,50,60,45,55,55,40,6000000,3,18000000,3,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
830,3B,Alejandro Cantabrana,Boston Slammers,MLB,1998-10-09,27,"5' 10""",200 lbs,R,R,Unkn.,Insig.,47,47,N,N,N,N,N,N,Normal,Normal,-,-,-,45,45,65,40,55,45,45,65,40,55,45,45,65,40,55,45,45,65,40,55,50,50,Flyball,Spray,Pull,25,25,20,65,55,65,50,50,50,60,-,20,65,65,60,55,55,30,50,80,20,65,65,60,55,55,30,50,35,40,40,35,1480000,1,1480000,1,-,0,10,1720,10,0,0,-,-,-,-,No,177.8
164,C,Juan Cantu,Milwaukee Sand Gnats,MLB,1998-07-28,27,"6' 0""",200 lbs,R,R,Insig.,Known,49,49,H,N,N,H,H,N,Normal,Normal,-,-,-,50,30,55,50,55,50,30,55,50,55,50,30,55,50,55,50,30,55,50,55,50,50,Flyball,Pull,Pull,50,70,60,35,35,55,20,40,50,50,-,55,45,20,25,20,45,20,35,55,55,45,20,25,20,45,20,35,50,35,35,40,12000000,2,26000000,2,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1363,2B,Barthelemy Capriati,Milwaukee Sand Gnats,MLB,1998-07-13,27,"6' 0""",200 lbs,R,R,Insig.,Insig.,62,62,L,L,L,L,L,L,Normal,Normal,-,-,-,65,45,45,55,55,65,45,45,55,55,65,45,45,55,55,65,45,45,55,55,50,50,Line Drive,Pull,Pull,20,20,20,80,75,75,65,45,55,30,-,20,75,80,80,75,45,20,30,80,20,75,80,80,75,45,20,30,60,65,65,65,3600000,1,3600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1392,3B,Filippio Capriotti,Chicago Broncos,MLB,1998-08-24,27,"6' 0""",200 lbs,R,R,Insig.,Insig.,48,48,L,L,L,L,L,L,Normal,Iron Man,-,-,-,50,50,55,55,55,50,50,55,55,55,50,50,55,55,55,50,50,55,55,55,50,50,Normal,Normal,Normal,20,20,20,40,35,65,35,55,55,70,-,20,50,30,40,20,65,40,60,70,20,50,30,40,20,65,40,60,50,45,45,40,3000000,1,3000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1046,CF,Ruben Cardenas,New York Legends,MLB,1998-04-15,27,"6' 1""",200 lbs,R,R,Unkn.,Unkn.,49,49,L,L,L,L,L,L,Normal,Normal,-,-,-,50,50,50,70,45,50,50,50,70,45,50,50,50,70,45,50,50,50,70,45,50,50,Normal,Normal,Normal,20,20,20,55,40,45,45,70,60,75,-,20,65,45,35,30,80,70,80,75,20,65,45,35,30,80,70,80,80,75,75,80,10000000,1,10000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
370,2B,Terry Carmen,San Antonio Wild Horses,MLB,1998-11-01,27,"6' 2""",200 lbs,R,R,Insig.,Insig.,51,51,N,N,H,N,H,N,Normal,Normal,-,-,-,40,45,70,50,55,40,45,70,50,55,40,45,70,50,55,40,45,70,50,55,50,50,Flyball,Spray,Normal,20,20,20,60,60,60,55,50,50,35,-,20,75,60,60,55,50,25,35,80,20,75,60,60,55,50,25,35,50,20,20,50,3800000,1,3800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1450,SS,Pedro Carrera,Omaha Blue Falcons,MLB,1998-04-10,27,"6' 0""",200 lbs,R,R,Pop.,Pop.,71,71,L,L,L,L,L,L,Normal,Iron Man,-,-,-,65,55,55,55,60,65,55,55,55,60,65,55,55,55,60,65,55,55,55,60,50,50,Line Drive,Normal,Pull,25,25,20,65,70,70,70,60,55,55,-,20,70,80,75,70,70,50,65,80,20,70,80,75,70,70,50,65,50,50,50,50,7500000,1,7500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1324,RF,Willie Castellanos,Omaha Blue Falcons,MLB,1998-03-17,27,"6' 4""",200 lbs,R,R,Insig.,Insig.,38,38,N,N,H,N,H,N,Normal,Normal,-,-,-,50,50,35,45,55,50,50,35,45,55,50,50,35,45,55,50,50,35,45,55,50,50,Normal,Normal,Normal,20,20,25,35,35,45,20,70,65,35,-,20,50,20,20,20,75,60,60,55,20,50,20,20,20,75,60,60,45,55,55,40,2200000,2,7700000,2,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
718,3B,Victor Castro,San Francisco Ramblers,MLB,1998-03-31,27,"6' 0""",200 lbs,R,R,Insig.,Insig.,40,40,N,H,N,L,H,N,Normal,Iron Man,-,-,-,55,50,30,55,50,55,50,30,55,50,55,50,30,55,50,55,50,30,55,50,50,50,Groundball,Pull,Normal,20,20,20,45,45,75,55,45,55,65,-,20,55,40,50,35,50,20,50,75,20,55,40,50,35,50,20,50,55,60,60,60,8500000,1,8500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1546,C,Ruben Cepeda,Dallas Attack,MLB,1998-07-04,27,"6' 5""",200 lbs,R,R,Unkn.,Unkn.,51,51,L,N,H,N,N,N,Normal,Durable,-,-,-,55,55,50,55,55,55,55,50,55,55,55,55,50,55,55,55,55,50,55,55,50,50,Line Drive,Normal,Spray,40,65,50,35,35,45,45,30,40,50,-,45,50,25,25,20,30,20,20,55,45,50,25,25,20,30,20,20,20,50,50,50,7500000,1,7500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,195.57999999999998
266,1B,Mike Chaddock,Fort Worth Villains,MLB,1998-09-15,27,"6' 2""",200 lbs,R,R,Fair,Known,48,48,N,N,N,N,N,L,Normal,Normal,-,-,-,50,60,55,45,55,50,60,55,45,55,50,60,55,45,55,50,60,55,45,55,50,50,Normal,Normal,Normal,20,20,25,60,55,55,55,50,30,30,-,20,70,55,50,45,45,20,30,80,20,70,55,50,45,45,20,30,50,50,50,50,530000,1,530000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1100,1B,Ian Charm,Detroit Arsenal,MLB,1998-06-03,27,"5' 11""",200 lbs,R,R,Unkn.,Unkn.,43,43,L,L,L,L,L,L,Normal,Fragile,-,-,-,55,45,45,65,50,55,45,45,65,50,55,45,45,65,50,55,45,45,65,50,50,50,Groundball,Normal,Normal,20,20,20,65,50,55,40,25,25,45,-,20,65,55,50,45,20,20,20,80,20,65,55,50,45,20,20,20,35,35,35,45,14500000,1,14500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,180.34
1042,CF,Jose Chavez,Detroit Arsenal,MLB,1998-07-19,27,"5' 10""",200 lbs,R,R,Unkn.,Unkn.,48,48,L,L,L,L,L,L,Normal,Normal,-,-,-,55,60,50,40,50,55,60,50,40,50,55,60,50,40,50,55,60,50,40,50,50,50,Line Drive,Pull,Normal,25,25,20,35,30,50,30,80,60,70,-,20,40,20,20,20,80,80,80,55,20,40,20,20,20,80,80,80,50,55,55,40,7500000,1,7500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,177.8
1400,C,Roberto Chavez,Oakland Air Riders,MLB,1998-02-16,27,"6' 0""",200 lbs,R,R,Unkn.,Fair,60,60,L,N,L,H,N,N,Normal,Normal,-,-,-,60,50,55,60,50,60,50,55,60,50,60,50,55,60,50,60,50,55,60,50,50,50,Line Drive,Normal,Normal,35,70,65,35,40,45,25,35,40,40,-,55,45,20,25,20,30,20,25,60,55,45,20,25,20,30,20,25,50,35,35,30,1800000,1,1800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1094,1B,Shou-chien Chen,Mesa Storm,MLB,1998-01-14,27,"6' 4""",200 lbs,R,R,Ex.Pop.,Ex.Pop.,66,66,L,L,L,L,L,L,Normal,Normal,-,-,-,60,50,60,55,60,60,50,60,55,60,60,50,60,55,60,60,50,60,55,60,50,50,Normal,Ex. Pull,Normal,25,25,20,70,65,70,50,30,40,35,-,20,80,70,70,65,25,20,20,80,20,80,70,70,65,25,20,20,50,50,50,50,28000000,1,28000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
896,RF,Jason Clarkin,Tucson Hurons,MLB,1998-10-20,27,"6' 6""",200 lbs,R,R,Pop.,Pop.,55,55,L,L,L,L,L,L,Normal,Normal,-,-,-,60,40,60,60,50,60,40,60,60,50,60,40,60,60,50,60,40,60,60,50,50,50,Normal,Normal,Normal,20,20,25,30,30,45,20,65,35,50,-,20,45,20,20,20,70,55,60,45,20,45,20,20,20,70,55,60,50,50,50,50,22000000,1,22000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,198.12
921,SS,Zachery Cocke,Jersey City Timberjacks,MLB,1998-08-16,27,"6' 0""",200 lbs,R,R,Insig.,Insig.,25,25,L,N,N,N,N,N,Normal,Durable,-,-,-,20,45,35,45,55,20,45,35,45,55,20,45,35,45,55,20,45,35,45,55,50,50,Flyball,Normal,Pull,20,20,20,70,60,75,60,35,60,55,-,20,70,70,70,65,40,20,35,80,20,70,70,70,65,40,20,35,50,50,50,50,6100000,3,21300000,3,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1286,2B,Dave Cofield,Los Angeles Daredevils,MLB,1998-01-04,27,"6' 0""",200 lbs,R,R,Unkn.,Unkn.,55,55,L,L,L,L,L,L,Normal,Normal,-,-,-,55,60,60,50,55,55,60,60,50,55,55,60,60,50,55,55,60,60,50,55,50,50,Line Drive,Normal,Normal,25,25,20,50,45,45,60,40,45,35,-,20,60,50,40,35,35,20,30,80,20,60,50,40,35,35,20,30,50,40,40,50,5500000,1,5500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
844,LF,Sincere Cofield,Las Vegas Orioles,MLB,1998-11-28,27,"6' 3""",200 lbs,R,R,Insig.,Fair,62,62,L,L,L,L,L,L,Normal,Normal,-,-,-,60,55,50,55,60,60,55,50,55,60,60,55,50,55,60,60,55,50,55,60,50,50,Line Drive,Spray,Pull,20,20,20,40,30,60,35,60,50,70,-,20,50,20,25,20,70,50,65,60,20,50,20,25,20,70,50,65,80,80,80,80,28000000,1,28000000,1,-,0,10,1720,10,0,0,-,-,-,$28.0m,No,190.5
1241,2B,Hector Colon,Albuquerque Tempest,MLB,1998-11-25,27,"5' 10""",200 lbs,R,R,Unkn.,Unkn.,49,49,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,50,30,65,55,50,50,30,65,55,50,50,30,65,55,50,50,30,65,50,50,Line Drive,Spray,Normal,20,20,20,60,60,60,75,65,65,40,-,20,65,65,60,55,75,60,60,80,20,65,65,60,55,75,60,60,40,35,35,50,6000000,1,6000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,177.8
1061,1B,Steve Competiello,Columbus Bears,MLB,1998-03-06,27,"6' 2""",200 lbs,R,R,Known,Pop.,58,58,L,L,L,L,L,L,Normal,Normal,-,-,-,50,55,75,45,60,50,55,75,45,60,50,55,75,45,60,50,55,75,45,60,50,50,Flyball,Pull,Normal,25,25,20,55,40,70,65,35,35,40,-,20,65,50,55,45,30,20,25,80,20,65,50,55,45,30,20,25,20,50,50,50,900000,1,900000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
866,1B,Kyle Connell,Brooklyn Jaguars,MLB,1998-05-17,27,"6' 0""",200 lbs,R,R,V.Pop,Ex.Pop.,57,57,N,N,N,N,N,N,Normal,Normal,-,-,-,50,60,65,45,60,50,60,65,45,60,50,60,65,45,60,50,60,65,45,60,50,50,Normal,Spray,Normal,25,25,20,50,50,50,60,45,35,40,-,20,65,50,45,40,40,20,35,80,20,65,50,45,40,40,20,35,25,20,20,50,9200000,2,18400000,2,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1532,SS,Eric Cook,Oakland Air Riders,MLB,1998-06-05,27,"6' 1""",200 lbs,R,R,Insig.,Insig.,49,49,H,H,N,N,H,H,Normal,Normal,-,-,-,60,50,25,50,55,60,50,25,50,55,60,50,25,50,55,60,50,25,50,55,50,50,Line Drive,Normal,Spray,20,20,20,80,70,70,80,50,50,60,-,20,75,80,80,80,55,35,50,80,20,75,80,80,80,55,35,50,50,45,45,35,5700000,1,5700000,1,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
1167,LF,Adam Coomes,Memphis Barbarians,MLB,1998-11-18,27,"6' 4""",200 lbs,R,R,Insig.,Fair,55,55,N,N,L,N,N,H,Normal,Normal,-,-,-,65,50,50,60,60,65,50,50,60,60,65,50,50,60,60,65,50,50,60,60,50,50,Line Drive,Normal,Normal,20,20,20,45,50,35,45,55,55,35,-,20,70,45,30,30,55,40,45,75,20,70,45,30,30,55,40,45,50,55,55,55,7000000,3,21000000,3,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
1453,SS,Omari Cooper,Boston Slammers,MLB,1998-01-10,27,"6' 2""",200 lbs,R,R,Unkn.,Unkn.,48,48,L,L,L,L,L,L,Normal,Normal,-,-,-,45,45,50,50,55,45,45,50,50,55,45,45,50,50,55,45,45,50,50,55,50,50,Normal,Normal,Normal,20,20,20,65,80,70,75,50,55,55,-,20,75,80,75,70,55,35,50,80,20,75,80,75,70,55,35,50,50,50,50,40,7000000,1,7000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
981,SS,Pete Cooper,Charlotte Copperheads,MLB,1998-06-17,27,"6' 0""",200 lbs,R,R,Unkn.,Unkn.,35,35,N,N,N,N,N,L,Normal,Iron Man,-,-,-,35,60,20,50,50,35,60,20,50,50,35,60,20,50,50,35,60,20,50,50,50,50,Normal,Normal,Spray,20,20,20,70,70,70,75,60,60,60,-,20,70,80,75,70,70,50,60,80,20,70,80,75,70,70,50,60,50,50,50,45,4200000,1,4200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1550,C,Edwin Cordova,Denver Swordfish,MLB,1998-04-24,27,"6' 2""",200 lbs,R,R,Insig.,Known,66,66,N,N,N,N,N,N,Normal,Iron Man,-,-,-,60,55,55,50,60,60,55,55,50,60,60,55,55,50,60,60,55,55,50,60,50,50,Line Drive,Spray,Spray,50,50,50,45,40,50,25,35,40,50,-,45,60,25,35,20,35,20,30,70,45,60,25,35,20,35,20,30,50,35,35,35,2200000,1,2200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1025,RF,Frank Corona,Detroit Arsenal,MLB,1998-11-25,27,"6' 3""",200 lbs,R,R,Pop.,Pop.,52,52,N,N,H,N,L,H,Normal,Normal,-,-,-,55,45,55,25,70,55,45,55,25,70,55,45,55,25,70,55,45,55,25,70,50,50,Normal,Normal,Normal,20,20,25,35,35,45,20,70,70,50,-,20,45,20,20,20,80,70,75,55,20,45,20,20,20,80,70,75,65,65,65,70,4400000,1,4400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,190.5
1258,2B,Jose Coronado,New York Legends,MLB,1998-04-20,27,"5' 9""",200 lbs,R,R,Insig.,Insig.,58,58,L,L,L,L,L,L,Normal,Normal,-,-,-,50,60,70,55,60,50,60,70,55,60,50,60,70,55,60,50,60,70,55,60,50,50,Flyball,Normal,Normal,20,20,20,50,60,60,50,30,55,40,-,20,55,50,55,45,30,20,20,80,20,55,50,55,45,30,20,20,55,50,50,60,3000000,1,3000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,175.26
1493,SS,Roberto Cortez,Los Angeles Daredevils,MLB,1998-11-29,27,"5' 10""",200 lbs,R,R,Unkn.,Unkn.,39,39,L,L,L,L,L,L,Normal,Iron Man,-,-,-,55,60,50,40,30,55,60,50,40,30,55,60,50,40,30,55,60,50,40,30,50,50,Line Drive,Normal,Pull,20,20,20,60,70,70,70,40,50,45,-,20,65,70,70,60,40,20,35,80,20,65,70,70,60,40,20,35,35,40,40,35,2200000,1,2200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,177.8
1360,2B,Kyle Cox,Fresno Biscuits,MLB,1998-10-07,27,"6' 0""",200 lbs,R,R,Fair,Fair,65,65,L,L,L,L,L,L,Normal,Normal,-,-,-,55,20,55,55,60,55,20,55,55,60,55,20,55,55,60,55,20,55,55,60,50,50,Normal,Ex. Pull,Normal,20,20,20,60,80,80,75,30,50,35,-,20,70,75,80,65,25,20,20,80,20,70,75,80,65,25,20,20,70,75,75,80,3000000,1,3000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
126,CF,Frank Craig,Atlanta Musketeers,MLB,1998-10-14,27,"6' 1""",200 lbs,R,R,Insig.,Fair,47,47,L,N,N,N,N,N,Normal,Normal,-,-,-,45,55,50,50,60,45,55,50,50,60,45,55,50,50,60,45,55,50,50,60,50,50,Normal,Normal,Pull,20,20,20,40,30,65,30,70,70,70,-,20,50,20,35,20,80,70,80,65,20,50,20,35,20,80,70,80,70,70,70,70,21200000,3,63600000,3,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
25,LF,Jason Creamer,New York Legends,MLB,1998-12-16,27,"6' 2""",200 lbs,R,R,Insig.,Insig.,48,48,N,N,N,N,N,H,Normal,Normal,-,-,-,65,75,50,45,45,65,75,50,45,45,65,75,50,45,45,65,75,50,45,45,50,50,Line Drive,Ex. Pull,Normal,20,20,20,40,35,40,35,70,50,55,-,20,55,25,20,20,75,60,65,65,20,55,25,20,20,75,60,65,60,60,60,65,530000,1,530000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1300,2B,Raul Cruz,San Francisco Ramblers,MLB,1998-03-12,27,"6' 0""",200 lbs,R,R,Unkn.,Unkn.,41,41,L,L,L,L,L,L,Normal,Iron Man,-,-,-,45,60,55,50,25,45,60,55,50,25,45,60,55,50,25,45,60,55,50,25,50,50,Normal,Normal,Normal,20,20,20,65,50,50,60,65,65,55,-,20,70,65,50,50,75,60,70,80,20,70,65,50,50,75,60,70,50,50,50,50,3000000,1,3000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1095,1B,Chris Dallaire,Milwaukee Sand Gnats,MLB,1998-01-26,27,"6' 2""",200 lbs,R,R,Fair,Fair,49,49,L,L,L,L,L,L,Normal,Durable,-,-,-,55,45,55,50,50,55,45,55,50,50,55,45,55,50,50,55,45,55,50,50,50,50,Normal,Normal,Spray,20,20,25,65,70,50,50,40,45,30,-,20,75,65,60,55,40,20,25,80,20,75,65,60,55,40,20,25,50,35,35,50,3200000,1,3200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,187.96
1221,3B,Even Dam,Houston Aeros,MLB,1998-05-19,27,"6' 3""",200 lbs,R,R,Insig.,Fair,47,47,N,N,N,N,N,N,Normal,Iron Man,-,-,-,45,50,50,50,70,45,50,50,50,70,45,50,50,50,70,45,50,50,50,70,50,50,Normal,Pull,Normal,25,25,25,45,55,70,45,50,50,60,-,20,70,45,55,40,55,30,50,80,20,70,45,55,40,55,30,50,45,55,55,45,1400000,2,3800000,2,-,0,10,1720,10,0,0,-,-,-,-,No,190.5
1445,2B,Jon Daneker,Boston Slammers,MLB,1998-08-21,27,"6' 0""",200 lbs,R,R,Fair,Fair,65,65,L,L,L,L,L,L,Normal,Normal,-,-,-,65,55,60,45,60,65,55,60,45,60,65,55,60,45,60,65,55,60,45,60,50,50,Line Drive,Normal,Spray,20,20,20,65,45,45,55,45,45,20,-,20,65,60,45,45,35,20,20,80,20,65,60,45,45,35,20,20,50,40,40,45,2200000,1,2200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1325,LF,Ivan Davalos,Omaha Blue Falcons,MLB,1998-12-25,27,"6' 1""",200 lbs,R,R,V.Pop,Ex.Pop.,66,66,N,N,N,N,N,N,Normal,Normal,-,-,-,60,55,65,55,60,60,55,65,55,60,60,55,65,55,60,60,55,65,55,60,50,50,Line Drive,Pull,Spray,25,25,20,35,30,65,25,60,65,65,-,20,40,20,30,20,70,50,65,55,20,40,20,30,20,70,50,65,50,50,50,50,24000000,2,48000000,2,-,0,10,1720,10,0,0,-,-,-,-,No,185.42
900,RF,Kyle Davis,Seattle Isotopes,MLB,1998-12-02,27,"6' 4""",200 lbs,R,R,Insig.,Insig.,47,47,L,L,L,L,L,L,Normal,Iron Man,-,-,-,55,50,50,70,50,55,50,50,70,50,55,50,50,70,50,55,50,50,70,50,50,50,Normal,Pull,Normal,20,20,20,40,40,55,20,65,60,50,-,20,60,20,30,20,70,50,60,65,20,60,20,30,20,70,50,60,55,55,55,60,1500000,1,1500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,193.04
469,SS,Matt Davis,Denver Swordfish,MLB,1998-01-09,27,"6' 0""",200 lbs,R,R,Insig.,Known,49,49,N,N,N,H,N,L,Normal,Durable,-,-,-,60,45,45,55,45,60,45,45,55,45,60,45,45,55,45,60,45,45,55,45,50,50,Groundball,Normal,Spray,25,25,25,75,75,70,75,45,55,50,-,20,75,80,80,80,45,20,40,80,20,75,80,80,80,45,20,40,45,45,45,45,1200000,1,1200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
1207,3B,Andy Detty,Mesa Storm,MLB,1998-02-23,27,"5' 11""",200 lbs,R,R,Unkn.,Unkn.,40,40,L,L,L,L,L,L,Normal,Normal,-,-,-,45,50,45,45,70,45,50,45,45,70,45,50,45,45,70,45,50,45,45,70,50,50,Normal,Normal,Pull,20,20,20,50,55,35,50,40,60,60,-,20,60,45,30,30,45,20,45,80,20,60,45,30,30,45,20,45,50,45,45,35,15175500,1,15175500,1,-,0,10,1720,10,0,0,-,-,-,-,No,180.34
1576,LF,Jesse Doherty,Seattle Isotopes,MLB,1998-10-08,27,"6' 5""",200 lbs,R,R,Unkn.,Unkn.,46,46,L,N,N,N,N,N,Normal,Normal,-,-,-,55,80,40,50,45,55,80,40,50,45,55,80,40,50,45,55,80,40,50,45,50,50,Line Drive,Pull,Pull,25,25,20,25,25,40,20,70,60,70,-,20,30,20,20,20,80,65,80,30,20,30,20,20,20,80,65,80,25,20,20,50,2280000,1,2280000,1,-,0,10,1720,10,0,0,-,-,-,-,No,195.57999999999998
1420,3B,Adam Doll,San Diego Millers,MLB,1998-06-14,27,"6' 0""",200 lbs,R,R,Insig.,Insig.,46,46,N,N,H,N,N,H,Normal,Normal,-,-,-,55,50,55,60,45,55,50,55,60,45,55,50,55,60,45,55,50,55,60,45,50,50,Normal,Pull,Spray,20,20,20,70,35,60,65,35,55,65,-,20,60,60,50,45,35,20,35,80,20,60,60,50,45,35,20,35,50,50,50,50,12500000,1,12500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,182.88
