ID,POS,Name,ORG,Lev,DOB,Age,HT,WT,B,T,Nat. Pop.,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,INJ,INJ2,Left,STU,PBABIP,HRR,CON,STU vL,HRR vL,PBABIP vL,CON vL,STU vR,HRR vR,PBABIP vR,CON vR,STU P,HRR P,PBABIP P,CON P,FB,FBP,CH,CHP,CB,CBP,SL,SLP,SI,SIP,SP,SPP,CT,CTP,FO,FOP,CC,CCP,SC,SCP,KC,KCP,KN,KNP,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,P,P Pot,SLR,YL,CV,TY,ECV,ETY,MLY,MLD,PROY,OPT,OY,ON40,IC,WAIV,DEM,R5,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
1719,SP,Danny Cano,New York Legends,MLB,1998-04-20,27,"5' 10""",200 lbs,R,R,Pop.,48,48,L,L,L,L,L,L,Normal,Normal,-,-,-,40,50,50,55,40,50,50,55,40,50,55,55,40,50,50,55,40,40,45,45,40,40,40,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,650000,1,650000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
404,SP,Alejandro Caraballo,Colorado Springs War Dogs,MLB,1998-10-25,27,"6' 6""",200 lbs,R,R,Known,53,53,L,L,L,L,L,L,Normal,Iron Man,-,-,-,45,50,55,50,45,55,50,50,45,55,50,50,45,55,50,50,45,45,55,55,50,50,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,65,55,55,10500000,1,10500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
1659,RP,Gabriele Casimiro,New York Legends,MLB,1998-09-01,27,"5' 10""",200 lbs,R,R,V.Pop,58,61,L,L,L,L,L,L,Normal,Normal,-,-,-,35,50,80,50,35,80,50,50,35,80,50,50,35,80,50,50,35,40,40,40,30,30,30,35,35,40,30,30,35,35,30,35,-,-,30,30,-,-,40,40,10,NEU,90-92,91-93,2025-03-04,Normal,50,60,55,55,-,1,-,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
392,SP,Bob Castillo,Houston Aeros,MLB,1998-10-28,27,"6' 2""",200 lbs,R,R,Pop.,60,60,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,50,45,55,50,50,45,60,50,55,45,55,50,50,45,50,50,70,70,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,20000000,1,20000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
90,RP,Luis Castro,Detroit Arsenal,MLB,1998-01-10,27,"5' 11""",200 lbs,R,R,Known,73,73,L,L,L,L,L,L,Normal,Iron Man,-,-,-,50,55,50,60,50,50,50,60,55,50,55,60,50,50,55,60,50,50,65,65,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,70,55,55,1800000,1,1800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
646,SP,Ronnie Caudill,Columbus Bears,MLB,1998-10-12,27,"6' 2""",200 lbs,R,R,Known,46,46,L,L,L,L,L,L,Normal,Iron Man,-,-,-,55,50,40,55,50,40,50,55,55,40,50,55,55,40,50,55,50,50,55,55,65,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,65,55,55,15376500,1,15376500,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
1692,RP,Jon Ceron,Chicago Broncos,MLB,1998-01-28,27,"5' 9""",200 lbs,R,R,Known,79,79,L,L,L,L,L,L,Normal,Normal,-,-,-,55,35,55,60,55,55,35,60,55,55,40,60,55,55,35,60,50,50,75,75,65,65,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,65,55,55,-,1,-,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
698,RP,Tony Cervantes,Charlotte Copperheads,MLB,1998-06-10,27,"6' 2""",200 lbs,R,R,Pop.,80,80,L,L,L,L,L,L,Normal,Normal,-,-,-,70,50,50,50,65,50,50,50,70,50,50,50,70,50,50,50,50,50,75,75,75,75,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,45,55,55,11000000,1,11000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
835,RP,Matt Chambers,Charlotte Copperheads,MLB,1998-11-26,27,"6' 1""",200 lbs,R,R,Pop.,44,45,L,L,L,L,L,L,Normal,Fragile,-,-,-,30,50,40,55,30,40,50,55,30,40,50,55,30,40,50,55,30,30,30,30,30,30,30,30,30,30,30,30,-,-,30,30,-,-,30,30,-,-,-,-,8,NEU,90-92,90-92,2025-03-04,Normal,50,25,55,55,12000000,1,12000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
762,SP,Luis Chaparro,Milwaukee Sand Gnats,MLB,1998-03-10,27,"6' 0""",200 lbs,R,R,Known,49,49,L,L,L,L,L,L,Normal,Normal,-,-,-,40,50,55,50,40,55,50,50,40,55,50,50,40,55,50,50,40,45,45,45,40,45,40,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,70,55,55,9000000,1,9000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
112,RP,Max Chouinard,Atlanta Musketeers,MLB,1998-06-09,27,"6' 2""",200 lbs,R,R,Known,80,80,L,L,L,L,L,L,Normal,Fragile,-,-,-,60,50,60,60,55,60,50,60,60,60,55,60,60,60,50,60,50,50,75,75,70,75,55,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,75,55,55,9500000,1,9500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
388,SP,Juan Cisneros,Indianapolis Quakers,MLB,1998-09-22,27,"6' 4""",200 lbs,R,R,V.Pop,52,52,L,L,L,L,L,L,Normal,Fragile,-,-,-,55,45,60,40,50,55,45,40,55,60,45,40,55,60,45,40,50,50,75,75,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,18000000,1,18000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
107,RP,Francisco Clavel,Indianapolis Quakers,MLB,1998-10-01,27,"5' 11""",200 lbs,R,R,Pop.,64,64,L,L,L,L,L,L,Normal,Normal,-,-,-,50,40,55,50,50,55,40,50,50,55,40,50,50,55,40,50,50,50,65,65,60,60,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,2713500,1,2713500,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
42,CL,Trent Colbert,Colorado Springs War Dogs,MLB,1998-06-21,27,"6' 6""",200 lbs,R,R,Known,79,79,L,L,L,L,L,L,Normal,Normal,-,-,-,75,65,55,45,70,55,60,45,75,55,65,45,75,55,65,45,50,50,80,80,75,80,55,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,55,55,55,10500000,1,10500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
144,RP,Mario Contreras,Dallas Attack,MLB,1998-10-07,27,"6' 1""",200 lbs,R,R,Known,62,62,L,L,L,L,L,L,Normal,Normal,-,-,-,40,50,55,60,40,55,50,60,40,55,50,60,40,55,50,60,40,40,45,45,40,40,40,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,25,55,55,9500000,1,9500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
205,RP,Bill Copeland,Dallas Attack,MLB,1998-06-21,27,"6' 6""",200 lbs,R,R,Pop.,49,49,L,L,L,L,L,L,Normal,Normal,-,-,-,45,50,45,30,45,45,50,30,45,45,50,30,45,45,50,30,45,45,50,50,45,45,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,50,55,55,3400000,1,3400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
395,SP,Francisco Cordova,Fresno Biscuits,MLB,1998-12-31,27,"6' 4""",200 lbs,R,R,Fair,76,77,L,L,L,L,L,L,Normal,Iron Man,-,-,-,65,50,60,50,60,60,50,50,65,60,50,50,65,60,50,50,50,50,80,80,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,55,55,55,19000000,1,19000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
437,SP,Miguel Corona,Oakland Air Riders,MLB,1998-12-05,27,"6' 3""",200 lbs,R,R,V.Pop,74,76,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,55,60,55,55,50,60,55,55,50,60,55,60,50,65,50,50,75,80,65,65,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,20,55,55,18000000,1,18000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
435,SP,Jerry Corral,Omaha Blue Falcons,MLB,1998-01-19,27,"6' 2""",200 lbs,R,R,Known,74,74,L,L,L,L,L,L,Normal,Durable,-,-,-,60,50,55,55,55,55,50,55,60,55,50,55,60,55,50,55,50,50,75,75,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,70,55,55,19000000,1,19000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
244,SP,Josh Cossa,Detroit Arsenal,MLB,1998-05-05,27,"6' 8""",200 lbs,R,R,Fair,78,78,L,L,L,L,L,L,Normal,Normal,-,-,-,65,50,50,65,60,50,50,65,65,50,50,65,65,50,50,65,50,50,75,75,70,75,55,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,55,55,55,5500000,1,5500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
456,CL,Greg Cox,Chicago Broncos,MLB,1998-09-27,27,"6' 2""",200 lbs,R,R,Pop.,80,80,L,L,L,L,L,L,Normal,Normal,-,-,-,65,55,55,55,60,55,50,55,65,55,55,55,65,55,55,55,50,50,80,80,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,45,55,55,9500000,1,9500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
1616,RP,Andre Craig,San Diego Millers,MLB,1998-09-29,27,"6' 2""",200 lbs,R,R,Known,70,70,L,L,L,L,L,L,Normal,Iron Man,-,-,-,65,55,50,50,65,50,50,50,70,50,55,50,70,50,55,50,50,50,70,70,70,80,55,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,50,55,55,6000000,1,6000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
1715,RP,Ben Crane,Indianapolis Quakers,MLB,1998-10-07,27,"6' 4""",200 lbs,R,R,Pop.,78,78,L,L,L,L,L,L,Normal,Iron Man,-,-,-,60,50,55,50,55,55,50,50,60,55,50,50,60,55,50,50,50,50,75,75,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,40,55,55,650000,1,650000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
142,RP,Juan Cruz,Oklahoma City Lynx,MLB,1998-10-06,27,"6' 1""",200 lbs,R,R,Fair,65,65,L,L,L,L,L,L,Normal,Normal,-,-,-,50,45,60,50,50,60,45,50,50,60,45,50,50,60,45,50,45,45,60,60,55,55,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,7000000,1,7000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
489,SP,Victor Cruz,Columbus Bears,MLB,1998-04-03,27,"6' 2""",200 lbs,R,R,Pop.,80,80,L,L,L,L,L,L,Normal,Iron Man,-,-,-,65,55,65,55,65,65,55,55,70,65,55,55,65,65,55,60,50,50,80,80,75,80,55,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,60,55,55,5500000,1,5500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
507,SP,Jordan Cuadrado,San Antonio Wild Horses,MLB,1998-08-28,27,"6' 6""",200 lbs,R,R,V.Pop,57,57,L,L,L,L,L,L,Normal,Fragile,-,-,-,50,50,55,50,45,55,50,50,50,55,50,50,50,55,50,50,45,50,60,60,55,60,50,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,35,55,55,17000000,1,17000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
139,RP,George Curry,Milwaukee Sand Gnats,MLB,1998-05-18,27,"6' 4""",200 lbs,R,R,V.Pop,80,80,L,L,L,L,L,L,Normal,Normal,-,-,-,75,50,65,55,70,65,50,55,75,65,50,55,75,65,50,55,50,50,80,80,75,75,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,50,55,55,9000000,1,9000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
403,SP,Jose de la Mora,Atlanta Musketeers,MLB,1998-07-23,27,"6' 0""",200 lbs,R,R,Known,68,68,L,L,L,L,L,L,Normal,Normal,-,-,-,60,55,50,65,55,50,50,65,60,50,55,65,60,50,55,65,50,50,70,70,70,75,55,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,40,55,55,19000000,1,19000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
262,RP,Ricky de Leon,Tulsa Flying Squirrels,MLB,1998-08-07,27,"5' 11""",200 lbs,R,R,Known,53,53,L,L,L,L,L,L,Normal,Normal,-,-,-,50,55,50,35,50,50,55,35,55,50,55,35,55,50,55,35,50,50,65,65,65,65,50,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,40,55,55,10500000,1,10500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
289,CL,Juan de Lira,Dallas Attack,MLB,1998-04-01,27,"6' 4""",200 lbs,R,R,Known,65,65,L,L,L,L,L,L,Normal,Fragile,-,-,-,50,50,50,60,50,50,50,60,50,50,55,60,50,50,50,60,50,50,65,65,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,25,55,55,3800000,1,3800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
448,SP,Melvin de Ruiter,Charlotte Copperheads,MLB,1998-09-05,27,"6' 0""",200 lbs,R,R,Known,72,72,L,L,L,L,L,L,Normal,Normal,-,-,-,60,50,55,55,55,55,50,55,60,55,50,55,60,55,50,55,50,50,75,75,70,75,55,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,20,55,55,3200000,1,3200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
240,RP,Manuel del Toro,Boston Slammers,MLB,1998-08-06,27,"6' 0""",200 lbs,R,R,Known,74,74,L,L,L,L,L,L,Normal,Normal,-,-,-,50,50,50,70,50,50,50,70,55,50,50,70,50,50,50,70,50,50,65,65,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,20,55,55,3800000,1,3800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
310,SP,Bobby Dennis,Denver Swordfish,MLB,1998-05-22,27,"6' 1""",200 lbs,R,R,Fair,73,74,L,L,L,L,L,L,Normal,Fragile,-,-,-,65,50,50,55,60,50,50,55,65,50,50,55,65,55,50,55,50,50,75,75,70,75,55,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,30,55,55,19000000,1,19000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
612,RP,Omero Dettori,Columbus Bears,MLB,1998-07-18,27,"6' 7""",200 lbs,R,R,Pop.,61,61,L,L,L,L,L,L,Normal,Iron Man,-,-,-,60,50,50,45,55,50,50,45,60,50,50,45,60,50,50,45,50,50,65,65,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,25,55,55,3200000,1,3200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
596,SP,Carlos Diaz,Jersey City Timberjacks,MLB,1998-02-01,27,"6' 5""",200 lbs,R,R,Fair,56,56,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,55,45,50,55,50,45,55,55,50,45,55,55,50,45,50,50,70,70,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,45,55,55,3200000,1,3200000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
690,CL,Dave Diaz,Las Vegas Orioles,MLB,1998-01-12,27,"6' 3""",200 lbs,R,R,V.Pop,51,51,L,L,L,L,L,L,Normal,Normal,-,-,-,50,50,40,50,50,40,50,50,55,40,50,50,50,40,50,50,50,50,55,55,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,25,55,55,12500000,1,12500000,1,-,0,10,1720,10,0,0,-,-,-,$24.1m,No,,,,,,,,,
56,CL,Eddie Diaz,Omaha Blue Falcons,MLB,1998-02-06,27,"6' 1""",200 lbs,R,R,Pop.,56,56,L,L,L,L,L,L,Normal,Normal,-,-,-,50,55,45,60,50,45,50,60,55,45,55,60,50,45,55,60,50,50,60,60,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,35,55,55,10500000,1,10500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
696,RP,Ryan Driscoll,San Antonio Wild Horses,MLB,1998-09-13,27,"6' 0""",200 lbs,R,R,V.Pop,80,80,L,L,L,L,L,L,Normal,Iron Man,-,-,-,50,50,65,75,50,65,50,75,50,65,55,75,50,65,50,75,45,45,70,70,60,60,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,55,55,55,10000000,1,10000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
339,RP,Akim Dubois,Detroit Arsenal,MLB,1998-04-11,27,"6' 2""",200 lbs,R,R,Pop.,66,66,L,L,L,L,L,L,Normal,Normal,-,-,-,50,50,60,45,50,60,50,45,55,60,50,45,50,60,50,45,50,50,70,70,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,45,55,55,3000000,1,3000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
89,RP,Jason Durgin,Milwaukee Sand Gnats,MLB,1998-11-01,27,"6' 2""",200 lbs,R,R,Fair,74,74,L,L,L,L,L,L,Normal,Normal,-,-,-,50,50,60,55,50,60,50,55,50,60,50,55,50,60,50,55,45,50,70,70,60,65,50,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,70,55,55,3400000,1,3400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
1706,CL,Steve Durgin,Portland Apple Sox,MLB,1998-03-16,27,"5' 10""",200 lbs,R,R,Known,49,49,L,L,L,L,L,L,Normal,Iron Man,-,-,-,65,65,20,50,60,20,65,50,65,20,65,50,65,20,65,50,50,50,50,50,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,45,55,55,750000,1,750000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
140,SP,Josh Edwards,Tulsa Flying Squirrels,MLB,1998-11-08,27,"5' 11""",200 lbs,R,R,Known,32,32,L,L,L,L,L,L,Normal,Normal,-,-,-,20,70,45,30,20,45,70,30,25,45,70,30,25,45,70,30,-,-,-,-,-,-,-,-,30,30,25,25,30,30,-,-,30,30,-,-,25,25,30,30,6,NEU,90-92,91-93,2025-03-04,Normal,50,50,55,55,14000000,1,14000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
203,SP,Ron England,Las Vegas Orioles,MLB,1998-04-22,27,"5' 11""",200 lbs,R,R,Pop.,54,54,L,L,L,L,L,L,Normal,Iron Man,-,-,-,60,50,45,55,60,45,45,55,65,45,50,55,60,45,50,55,50,50,65,65,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,20,55,55,17000000,1,17000000,1,-,0,10,1720,10,0,0,-,-,-,$25.2m,No,,,,,,,,,
651,RP,Ernie Epps,Las Vegas Orioles,MLB,1998-03-05,27,"6' 3""",200 lbs,R,R,Known,64,64,L,L,L,L,L,L,Normal,Normal,-,-,-,50,55,50,55,50,50,55,55,50,50,55,55,50,50,55,55,45,45,60,60,55,55,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,75,55,55,2800000,1,2800000,1,-,0,10,1720,10,0,0,-,-,-,$25.3m,No,,,,,,,,,
559,RP,Darrin Erickson,Boston Slammers,MLB,1998-04-20,27,"6' 0""",200 lbs,R,R,Known,66,66,L,L,L,L,L,L,Normal,Durable,-,-,-,50,50,60,45,50,60,50,45,50,60,50,45,50,60,50,45,45,45,65,65,60,60,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,55,55,55,9500000,1,9500000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
588,CL,Ross Escamilla,Mesa Storm,MLB,1998-04-27,27,"5' 9""",200 lbs,R,R,Known,62,62,L,L,L,L,L,L,Normal,Normal,-,-,-,50,65,50,50,50,50,65,50,55,50,65,50,50,50,65,50,50,50,65,65,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,40,55,55,10000000,1,10000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
697,SP,Curtis Esken,Brooklyn Jaguars,MLB,1998-10-05,27,"6' 1""",200 lbs,R,R,V.Pop,58,58,L,L,L,L,L,L,Normal,Normal,-,-,-,45,65,55,50,45,55,60,50,45,55,65,50,45,55,65,50,45,50,60,60,55,55,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,75,55,55,8040000,1,8040000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
51,RP,Jose Estrada,New York Legends,MLB,1998-03-03,27,"6' 1""",200 lbs,R,R,Pop.,66,66,L,L,L,L,L,L,Normal,Normal,-,-,-,50,50,50,55,50,50,50,55,50,50,55,55,50,50,50,55,45,45,60,60,55,55,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,3400000,1,3400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
251,CL,Dakota Everett,Brooklyn Jaguars,MLB,1998-09-02,27,"6' 6""",200 lbs,R,R,Known,58,58,L,L,L,L,L,L,Normal,Normal,-,-,-,50,50,45,55,50,45,50,55,55,45,55,55,55,45,50,55,50,50,60,60,65,65,50,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,65,55,55,3400000,1,3400000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
1644,RP,Bobby Fall,New York Legends,MLB,1998-02-06,27,"6' 7""",200 lbs,R,R,Fair,66,66,L,L,L,L,L,L,Normal,Durable,-,-,-,50,50,50,75,45,50,50,75,50,50,50,75,50,50,50,75,45,50,55,55,55,55,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,35,55,55,-,1,-,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
43,RP,Adam Fifelski,Seattle Isotopes,MLB,1998-10-18,27,"6' 5""",200 lbs,R,R,Known,54,54,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,40,55,55,40,50,55,55,40,50,55,55,40,50,55,50,50,60,60,65,65,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,20,55,55,1100000,1,1100000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
451,SP,Jessie Finnerty,Oakland Air Riders,MLB,1998-02-13,27,"6' 3""",200 lbs,R,R,Known,58,58,L,L,L,L,L,L,Normal,Normal,-,-,-,50,50,50,55,50,50,50,55,50,50,50,55,50,50,50,60,50,50,65,65,65,65,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,55,55,55,4000000,1,4000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
45,RP,Sean Ford,Detroit Arsenal,MLB,1998-07-10,27,"6' 6""",200 lbs,R,R,Pop.,54,54,L,L,L,L,L,L,Normal,Iron Man,-,-,-,70,50,40,45,65,40,50,45,70,40,50,45,70,40,50,45,50,50,65,65,70,75,55,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,2025-03-04,Normal,50,25,55,55,2600000,1,2600000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
196,SP,Mike Fowler,Los Angeles Daredevils,MLB,1998-07-26,27,"6' 7""",200 lbs,R,R,Fair,72,72,L,L,L,L,L,L,Normal,Normal,-,-,-,55,50,60,50,55,60,50,50,55,60,50,50,55,60,50,50,50,50,75,75,70,70,55,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,60,55,55,17000000,1,17000000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
290,RP,Dave Francese,Oklahoma City Lynx,MLB,1998-03-01,27,"6' 1""",200 lbs,R,R,Known,71,71,L,L,L,L,L,L,Normal,Fragile,-,-,-,50,50,65,50,50,65,50,50,50,65,50,50,50,65,50,50,45,45,70,70,60,60,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,90-92,2025-03-04,Normal,50,30,55,55,3800000,1,3800000,1,-,0,10,1720,10,0,0,-,-,-,-,No,,,,,,,,,
